Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
530,1.44572889,-0.9926529,0.70295927,-1.3113154,-1.6136253,-0.726591,-1.0454311,-0.0792239,-1.8124376,1.38139254,0.0574661,-0.7905235,0.12087447,-0.2024146,0.92080619,-0.6432953,0.88721104,-0.7582737,-0.6334551,-0.3923198,-0.4097402,-0.819422,0.28776985,0.322668,-0.0076349,-0.4692686,0.05076255,0.02719766,12,0
532,-0.6810721,0.92683078,1.87116142,0.92339672,-0.4382146,0.11016258,0.91825855,-0.2228994,-0.0403601,0.23950315,1.03984223,0.38652412,-0.983549,-0.0616199,-0.6020617,-0.5801045,-0.0775078,0.19075313,1.10921626,-0.087599,-0.1197179,-0.131065,-0.1126674,0.51805897,-0.3304167,-0.5818553,-0.3637071,-0.1114423,75.17,0
532,-2.0812639,1.68255833,0.6512638,-0.5335487,0.44052921,-0.1137324,0.87511388,-0.1498522,1.07760307,2.23030122,1.7244687,0.31163941,-0.2525626,-1.1019026,0.70600844,0.12103872,-0.3561886,-0.1255578,-0.203581,0.9376841,-0.5983984,-0.6254816,0.10045459,-0.3899086,0.13348125,0.09058472,0.6572357,0.23194142,17.99,0
533,-1.2335345,0.14532025,-0.0672273,-1.7505772,-0.8010687,-0.3816522,1.5610952,0.32017244,0.23137895,-1.7511038,1.38649323,1.81367865,0.41005965,0.59293554,-0.6590269,-0.9681791,0.03730389,-0.1635623,-0.0750873,0.46089717,0.39525031,0.86859041,0.5549719,0.24359429,-0.0347024,-0.8299092,0.23428458,0.19052139,291.36,0
534,-1.3932652,-1.0955693,2.60779452,-2.5290605,-0.1352653,-0.3732386,0.22144572,-0.9628473,-1.3044983,2.13930114,0.03833419,-1.156316,1.01866835,-1.7969624,0.67378743,-0.654844,-0.0748475,-0.2881321,-1.2333701,-0.22982,-0.2813653,0.5632185,-0.1297652,0.08926443,0.31755105,-0.2885514,-0.8635214,-0.5191679,25,0
535,-0.8666552,1.02962058,-0.4108099,0.15994608,2.37223565,3.80111295,-0.0888006,1.10307867,-0.2937032,0.21773438,-0.663311,-0.0505139,-0.1763462,0.1723321,0.17087433,-0.5811124,-0.0957957,0.21215825,1.46452691,0.19962613,-0.0982546,-0.1403161,-0.1811759,1.01427341,0.11995199,-0.2885966,-0.144102,-0.0771636,8.5,0
535,1.08991295,-0.2215474,0.99424031,0.95601064,-0.8122872,-0.0387845,-0.37313,0.07518927,0.85307357,-0.396362,-0.3522155,1.14621493,0.47702366,-0.5633351,-0.7363924,-0.8976934,0.61880766,-1.2714407,-0.1325083,-0.0774499,-0.0740971,0.13595048,-0.0215828,0.48991902,0.4099444,0.53283693,0.01196144,0.01859425,30.41,0
536,-0.7360619,0.10486364,2.35635504,-1.7969158,-0.7278089,-0.177561,-0.2643459,0.17915182,-0.67216,-0.0965916,-1.1900483,-0.8873659,0.26395787,-0.9140164,-0.1961257,1.49288257,-0.0964005,-0.9373965,0.21997677,0.27175742,0.13268334,0.43216343,-0.3478695,-0.1265745,0.48795316,-0.2357653,0.30417577,0.1263405,15,0
536,-0.6964019,1.18659732,0.76149924,0.78397508,0.82551937,1.12563841,0.42293135,0.33689191,-0.1420154,0.50203108,-0.1755644,0.19832097,-0.3909524,0.10061557,-0.3192148,-0.6436928,-0.1082784,0.27916955,1.50573827,0.2467135,-0.0984764,0.08449061,-0.3020558,-1.344991,0.09104711,-0.161472,0.40048936,0.23098613,0.89,0
536,1.11427009,-1.0849258,0.87309871,-0.7168373,-1.4053624,0.08576542,-1.1257399,0.23122728,-0.5842197,0.70803423,1.50159501,-0.1651544,-0.3522098,-0.0886602,0.74080934,1.42263403,0.11834091,-0.717181,0.13022215,0.21654846,0.50850027,1.18851482,-0.1577494,0.06263579,0.2721054,-0.0449682,0.02938643,0.02676896,102,0
537,-1.097278,1.09434808,2.07433449,-0.0857761,-0.2006355,-0.424142,0.57530828,0.10694539,-0.2781045,-0.1889799,0.14223542,0.17920521,0.20047506,-0.0324776,1.24097841,-0.1490164,-0.0296137,-0.6887824,-0.5377827,0.25330572,-0.0806922,-0.05563,-0.132471,0.41034799,0.18119809,0.29557557,0.39545351,0.1976415,27.34,0
538,-0.6360108,-0.3038375,1.21534266,0.30892418,0.56137658,0.29656009,0.86248517,-0.406401,-0.084263,0.31873429,1.32271314,0.88643862,0.55525922,-0.3246377,0.16090417,-0.7232961,-0.1096035,-0.3629098,1.37860535,0.11295077,-0.1554561,0.14329154,-0.0136185,-0.2144729,-1.0933072,0.39699056,-0.1096618,-0.3456343,158,0
539,-1.0545844,0.6715132,2.10671828,-0.5917006,0.22836841,-0.0537477,0.94160607,-0.1910622,0.26756541,-0.7124229,-0.6934343,0.11314322,-0.306906,-0.6113374,-0.8199229,-0.4904427,-0.0549926,-1.017801,-0.8887813,-0.1751507,-0.0496883,0.13751797,-0.4202588,0.13048792,0.48246903,0.39414256,-0.4097562,-0.1795639,35.64,0
539,-0.4200498,1.03464807,1.56584979,-0.0296435,-0.0543358,-0.9079826,0.68843638,-0.0631277,-0.3896354,-0.3085944,-0.4075014,-0.0626281,0.00759493,0.14723705,0.85144975,0.20016903,-0.3929631,-0.3481893,0.01614559,0.09586896,-0.2282818,-0.5982314,-0.0230808,0.36019874,-0.1943158,0.07163998,0.26515925,0.12107142,1.29,0
539,-1.7385823,0.05273952,1.18705699,-0.6566525,0.92062323,-0.291788,0.26908308,0.14063145,0.02346396,-0.0664073,1.06153935,1.112409,0.43115247,-0.1645334,-0.6777488,-0.0646263,-0.4660993,-0.5373784,-0.140598,0.00297447,-0.1795454,-0.1920358,-0.2618794,-0.2374766,-0.3350403,0.24032254,-0.3451293,-0.3835633,1,0
541,-0.6235248,0.17695471,2.56571519,1.54427997,0.1096864,0.05521807,0.25980148,-0.1925657,-0.3201057,0.86978581,1.17067219,0.49057524,0.42736117,-0.6603736,-0.3777991,1.40578962,-1.6672604,0.8870318,-1.7863316,-0.0748068,0.38779974,1.40829705,0.01945133,0.54555051,-1.3575802,-0.3321638,-0.1385399,-0.2001514,67.1,0
543,-0.4030866,1.07843165,1.16532789,-0.1879495,0.49955871,0.01632282,0.57397965,0.19140172,-0.7481481,-0.4079143,1.54127133,0.98052939,0.81185851,-0.3715745,0.38796465,0.34736769,-0.1255556,-0.0761662,-0.0411766,0.15063533,-0.1976587,-0.4620647,-0.0478555,-0.3391664,-0.1947693,0.1020031,0.26281812,0.08294416,2.98,0
544,1.18372829,0.14344677,0.23871806,1.31687312,-0.0301961,0.01215743,0.02238229,0.04243861,0.40927743,-0.1073487,-0.9641575,0.08051009,-0.6890186,0.16855761,0.00091859,-0.5886689,0.16842002,-0.783959,-0.2289044,-0.2121562,-0.1307546,-0.1751575,-0.1016695,-0.2822908,0.68907877,-0.2887456,0.03476405,0.01159217,11.46,0
545,-1.0307465,0.89474695,2.37561984,0.21837181,-0.8621264,-0.1804832,-0.2602994,0.59238055,-0.017765,-1.0345054,-1.0015939,0.29620331,0.14748371,-0.2127027,0.00186383,0.14108516,0.05277487,-0.0298499,0.20795493,-0.0978248,0.00620286,0.02032624,-0.2160725,0.43566971,0.19286444,0.35103042,-0.0662661,0.0055826,3.98,0
547,1.19270361,0.41255904,0.74632827,1.29355256,-0.5131084,-1.0242842,0.14629572,-0.1997939,-0.0989958,0.01069208,0.0471701,0.59683689,0.39057862,0.27259676,0.92928008,0.18470051,-0.4003931,-0.5868134,-0.4224583,-0.1198038,-0.2940738,-0.8651458,0.20092526,0.6678383,0.24218841,-0.7348835,0.02686507,0.0369286,6.85,0
547,1.06685141,-0.4646792,1.98435269,1.52183426,-1.2873254,1.11301393,-1.3148758,0.52895341,0.24907773,0.53093385,0.93865702,1.39507332,0.59138443,-1.1197025,-2.2482888,0.51563048,0.28509622,-1.1158159,-0.269577,-0.0292872,-0.080174,0.11572369,0.1490546,0.41915312,-0.3646803,3.08744427,-0.1379873,-0.016174,1.48,0
548,-1.233426,-0.2124405,1.83963156,-1.8029857,-0.4931951,0.35042389,-0.9053164,0.84486307,-1.5235168,-0.2703899,1.56064179,0.51074191,0.89120395,-0.1443493,0.17016345,1.32773445,0.25364045,-1.2054672,-0.7652607,0.10881467,0.66841038,1.57474999,-0.1764822,-0.2215607,-0.0585043,-0.1639711,0.01467027,-0.0332096,24.99,0
548,-2.5654175,1.2859356,1.44603647,0.68543049,0.49679696,0.9706692,-1.9947673,-5.9168076,0.89328668,0.91137518,-1.061298,0.24505552,0.73420381,-0.5494002,1.54732152,0.40165015,-0.5636121,0.73873884,0.47519323,-1.6621629,5.20006183,-1.1914852,-0.0576477,-0.457314,-0.4921384,-0.3303662,0.40464007,-0.3781881,41.96,0
549,1.42246102,-0.5474219,-0.1474376,-0.6159791,-0.6770183,-0.8255974,-0.2954873,-0.2379541,-0.6391542,0.59081628,-1.0344759,-0.9570396,-0.4767447,-0.1114833,-0.1314443,0.6983556,0.47428543,-1.4279779,0.99971622,0.06403059,0.12282721,0.34216069,-0.2364041,-0.0775282,0.82861761,-0.0341261,-0.0172705,0.00094563,30,0
549,0.03385423,-1.8183126,1.07733439,3.35053721,-1.2921948,1.54607987,-0.2825203,0.40205498,0.92826332,-0.0117062,-1.8011644,0.09226474,-0.8712343,-0.7574402,-1.7200013,-0.2042097,0.42846358,-0.6893075,-0.6773805,0.80924465,0.1087679,-0.4510075,-0.4751133,-0.2610821,0.18175258,0.02591854,-0.019035,0.1175636,530.85,0
550,1.10184434,-0.1744729,0.44690839,0.89949856,-0.6664397,-0.697084,0.0304182,-0.1217595,0.53994536,-0.2087692,-0.7603698,0.18228867,-0.5757583,0.05525168,-0.1413889,-0.2464096,0.06373309,-0.6306334,0.20262389,-0.0177778,-0.1979249,-0.5671835,-0.0401944,0.41294409,0.41143531,0.2637443,-0.0387035,0.02346854,74.22,0
550,-1.2741928,1.72226345,0.42933738,0.10593156,-0.732006,-1.1078609,-0.0212786,0.81879592,-0.4476688,-0.6386416,-0.587034,-0.0782278,-0.3728714,0.25523175,0.90235422,0.64060018,0.37046564,-0.0025963,-0.1276321,-0.0196749,-0.2187491,-0.7865844,0.1067221,0.31363666,-0.083626,0.08349424,0.10963668,0.01824721,16.83,0
550,-0.3712581,2.148826,-2.564546,1.80713621,0.47545986,-1.5218377,-0.6610108,-2.4386267,-0.551395,-1.7529306,0.35095109,-0.6943657,-1.1867881,-2.6815844,1.08227093,1.16922001,3.16446446,1.69393337,-0.5460154,0.45216923,-1.3888846,0.18008855,0.57190554,-0.0075355,-0.4933123,-0.4137316,0.01143552,-0.0521069,2.99,0
550,-1.2033512,1.77464097,0.29929991,-0.4182648,0.48461704,0.07152262,0.04689921,-1.492543,0.30886455,0.27129463,-1.5328079,-0.7021632,-0.258116,-0.4852197,1.05728019,0.78765998,-0.3577007,0.382133,0.35054974,0.03556768,1.10005873,-1.5611179,0.05407832,-1.1191029,0.14505701,0.18284266,0.5287158,0.21804795,2.67,0
550,0.60163584,-1.6343349,1.04273785,1.06376782,-1.8729328,0.24778088,-0.6999089,0.21161308,-0.2488327,0.65858013,0.51015636,0.44560424,-0.9680406,-0.1180804,-1.1639458,-1.4357693,0.10977402,1.65579715,-0.6708563,0.00312846,-0.3026622,-0.9266389,-0.1445338,0.48412656,0.1133148,-0.49856,0.02826147,0.08421954,317.25,0
551,-0.474661,0.3160965,2.44623958,0.96100656,0.31165184,1.85765394,-0.0672693,0.48240701,0.27467026,-0.4307795,0.51168461,0.87015192,0.48753008,-0.5827489,1.29882127,-1.7678942,1.17293051,-1.9409919,-1.0885924,0.01365139,0.18159973,1.04760897,0.11881821,-0.6071015,-0.9184651,-0.3443805,0.14143789,-0.0449582,23.97,0
551,-0.4443163,0.87464803,2.39741443,0.83489199,0.39699804,-0.0231382,1.19655052,-0.6726902,-0.1332174,0.52590347,1.46570712,0.99197755,0.42962009,-0.6974777,-0.7407603,-0.9154571,-0.3026464,-0.0339419,1.13309141,0.22973186,-0.1684002,0.12710816,-0.3391535,0.56747246,0.00061396,-0.5212826,-0.6268355,-0.5636306,8.84,0
552,1.23853283,-0.011075,0.33207269,0.08602913,-0.4490323,-0.6539827,-0.1142298,-0.0565222,0.30467867,-0.1876237,-0.1227676,-0.0180081,-0.5208441,0.39858013,1.4347274,-0.0217985,-0.0197644,-0.8186191,-0.3575868,-0.1442887,-0.0780968,-0.2067539,0.06928246,0.11777242,0.19651524,0.76019462,-0.0542579,0.00319398,5.95,0
553,-2.6183861,-2.3024489,-0.3863997,0.85462849,-0.8612093,2.03670684,3.88551142,-0.0165421,-1.5699589,-0.966025,-0.3032159,-0.2234146,-0.0384828,0.27476087,-1.4410543,0.93752967,-1.0302411,0.19008475,-1.0234058,2.13516897,0.61523868,-0.1454382,2.0025512,-1.4196148,0.62697256,0.87821729,-0.3774089,0.14362754,986.31,0
553,1.18948241,0.23724716,0.24498043,1.08182351,-0.1657362,-0.5159287,0.09038924,-0.0477966,0.10728846,-0.0067362,-0.3169709,-0.1794161,-0.8738545,0.58850489,1.26573184,-0.2030066,-0.0986054,-0.4951485,-0.7253316,-0.2187163,0.04880313,0.16833482,-0.0642078,0.06346008,0.58380641,-0.2964773,0.02357161,0.01612106,10.08,0
554,0.27055411,0.52138039,0.57234944,1.19170405,0.44829335,1.2266145,-0.158829,-0.5552506,-0.2609972,0.03871233,0.11164897,0.60039673,-0.2460674,0.37819111,-0.2453325,-0.5359077,-0.0036254,0.08386919,1.22236,-0.0868654,0.66467822,-0.4062555,-0.3541557,-1.1264317,1.00567521,-0.0697966,0.20092506,0.20062169,35.95,0
555,-0.9530296,1.27454926,1.83550606,0.83373371,0.01939303,-0.103387,0.83345137,-0.2427947,-0.0759047,0.63621219,1.32968213,1.17437929,0.49712552,-0.44892,-0.7892048,-0.810985,-0.1557538,-0.011147,1.0805768,0.23789692,-0.1435248,0.13894508,-0.2371289,0.56270305,-0.068519,-0.5406928,-0.6273122,-0.5502226,11.22,0
556,-0.8480866,-0.5734405,1.4913986,-1.7399966,0.41157223,1.45371195,0.81561275,-0.1755458,0.57324311,-0.5221656,0.0206803,0.64593077,1.31604283,-1.101347,-0.2584191,0.84493997,-1.4103159,0.3077726,-0.0334872,0.13785262,-0.0168642,0.43924201,-0.3802745,-1.557907,0.0596065,1.30659522,-0.3921857,-0.5214295,206.77,0
557,1.17358458,0.25065007,0.83963092,1.06630871,-0.3650904,-0.161887,-0.2303102,-0.0123022,0.12330204,-0.1001704,0.01150845,0.96348676,1.39043369,-0.1031791,1.35064528,0.03815876,-0.3870898,-0.4045892,-0.9364924,-0.0843315,0.17183413,0.65972468,-0.0644827,0.1253293,0.50608066,-0.2708539,0.06960377,0.0300012,1,0
557,1.13572096,0.18532769,0.53258054,1.47470587,-0.335261,-0.3724019,0.05903984,-0.0199131,0.31313076,-0.1178855,-0.2957695,0.47942601,-0.4842814,0.14503438,-0.0848325,-0.8037846,0.39901827,-1.0474156,-0.4894094,-0.2135772,-0.0819643,-0.0223363,-0.020836,0.41302756,0.60860401,-0.3323345,0.03778739,0.01923844,11.45,0
557,-0.3320486,0.31951084,1.23483403,-1.8430522,-0.3490181,-0.9471576,0.23872877,-0.0684519,-1.0514243,0.21733255,-0.9302884,-1.2586413,-0.4225766,-0.2316075,0.09853227,1.38085539,-0.1268946,-1.1122177,0.04430176,0.13154441,0.18412234,0.5063996,-0.1794049,0.01404739,-0.1638973,-0.3881076,0.36296084,0.20099942,3.95,0
558,-0.4398802,0.6304505,1.94259073,-0.7987466,0.26132455,-0.6179386,1.22428809,-0.8446407,0.21125934,0.26339692,0.50498037,0.0413311,0.31709564,-0.6415896,1.2196682,-0.5377469,-0.2451609,-1.0403889,-0.2268281,0.12980257,-0.0850556,0.17710702,-0.1429103,0.46689651,-0.4385333,0.80390875,-0.9073618,-0.6146423,17.68,0
559,1.16977763,0.35122709,-0.2578966,1.00297505,0.43121956,-0.1817954,0.39508005,-0.0499695,-0.5852279,0.21750581,1.25167663,0.85811014,-0.049136,0.77115696,0.22039567,-0.1732548,-0.4174562,-0.2211151,-0.2594319,-0.1254181,0.07241632,0.21493011,-0.1847484,-0.3003316,0.77869073,-0.249624,-0.0009961,-0.0023647,22.24,0
559,-0.9884198,1.04400956,1.4107741,0.14281895,-0.477672,-0.4778629,0.16885305,0.59044068,-0.4052384,-0.5142889,0.79182507,0.71221075,-0.8374193,0.46844181,-1.1049528,-0.1318992,0.08790211,0.01587028,0.59872,-0.0353118,-0.0807825,-0.1927337,-0.0732535,0.5552011,-0.0706785,0.2128724,0.18603107,0.09299599,9.23,0
559,0.94096506,-1.868811,0.42671931,-1.7171173,-1.8618694,-0.3576765,-0.7677275,-0.0398156,1.20083809,-0.585487,-1.3868557,0.29360124,-0.1246217,-0.4802867,0.25923086,-2.1870219,0.40955347,1.28711441,0.49103356,-0.0387663,-0.4461338,-1.0032344,-0.1810374,-0.1054747,0.27143011,-0.0926947,0.02873262,0.06353543,242.15,0
559,-0.6899435,0.1153957,0.61956778,-2.2567886,0.985793,-0.6679855,1.63114814,-0.9391841,1.89668996,0.23753556,0.40886057,-0.3036649,-1.945099,-0.3608614,-0.36751,-0.7867162,-1.0766184,0.60670764,0.77920793,0.08278838,-0.2008514,0.48556548,-0.4276921,-0.5100443,-0.1093299,-0.9065144,-0.3183171,-0.5992548,50.2,0
559,-1.8590115,2.11913432,-0.0340726,0.09948573,-1.0468374,-1.2102262,-0.4336302,1.26111559,-0.4198334,-0.5462927,-0.7120223,0.09726604,-0.3096639,0.50275366,0.88026228,0.74125278,0.53148683,0.01687544,-0.1617049,-0.0076728,-0.2080536,-0.8245649,0.14296815,0.31089869,-0.0146821,0.08973133,0.09335967,0.00807043,8.99,0
560,-0.6043029,0.91929754,1.750526,0.43634841,0.40825324,-0.3589387,0.68298664,0.04429271,-0.6310687,-0.5495956,-0.2492165,0.10701177,0.10157179,0.25649726,1.06099794,-0.20383,-0.1798157,-0.6115108,-0.4449571,-0.0401184,-0.0933738,-0.3256788,-0.0178406,0.02418049,-0.2044409,-0.6452191,0.13032446,0.12671288,9.99,0
561,-0.711797,-0.983416,2.04248996,-2.3485054,-1.6703328,-0.4076972,-0.2432846,0.09895225,-2.3247252,0.78772851,0.95310703,-0.8815488,-0.3790095,-0.3117227,-0.4433717,0.2079793,-0.0182272,1.0621716,-0.8258691,-0.0393588,0.23036697,0.65918822,0.1533394,0.48674138,-0.021313,-0.2325204,0.0609117,0.11550731,149.9,0
561,1.21487241,0.30796963,0.27862889,0.64298128,-0.1851608,-0.6036025,0.00688125,-0.0642389,0.03087205,-0.3259881,0.15276512,0.31311499,0.19286962,-0.2567739,1.3472088,0.18660663,0.2737765,-0.7466534,-0.5563637,-0.1151724,-0.2606815,-0.716148,0.15980377,0.03351646,0.14316969,0.12425896,-0.0065061,0.02722619,0.89,0
562,-0.3129111,0.81513597,1.4052696,0.07052688,0.05855846,-1.0308553,0.76019099,-0.1822376,0.03732476,-0.2444868,-0.4434625,-1.1568967,-1.765281,-0.2636218,1.13191562,0.38798242,0.01026844,0.06898706,-0.0739732,0.10208048,-0.3265421,-0.8213216,-0.000188,0.27673426,-0.2430456,0.04977476,0.06461854,-0.1267393,10.99,0
564,0.18611764,-0.1593579,-1.3892225,-2.4339965,1.75337782,3.59308209,-1.5821645,-1.9035143,-1.314805,-0.3275511,-0.5245366,-0.4596157,-0.3608964,0.35750304,-0.7451389,1.30208808,-0.0840531,-1.2324259,0.14942832,0.80366697,-1.0844008,0.65671599,-0.1398145,1.03616411,0.80441274,-0.2420896,0.10355154,0.27617954,48,0
564,-2.4227082,2.54433834,-0.5092105,0.08454954,-1.4316766,-1.2656844,-0.7769534,1.69706221,-0.3998768,-0.4664128,-0.8366361,0.26495013,-0.2468084,0.74736416,0.8564075,0.84440736,0.68997082,0.03976768,-0.1967315,0.00986471,-0.1969377,-0.855361,0.22460732,0.30545461,0.06500079,0.09688987,0.07278564,0.00423505,9.99,0
564,-0.203837,0.53274663,-0.3398567,-0.7309343,2.72816257,3.53588182,0.26368018,0.91916909,-0.1945013,-0.5850543,-0.8023753,-0.014147,-0.3758165,0.03823814,-0.8527395,0.10716683,-0.8064892,0.00400412,-0.292566,-0.0891628,-0.0820873,-0.2716363,-0.1577779,0.9894579,0.22882113,-0.5451556,0.05812007,0.03557301,12.9,0
566,1.16635994,0.00506063,0.49776822,0.79891961,-0.3655245,-0.2334212,-0.0742097,-0.0083246,0.43768733,-0.2472895,-0.4172905,0.63478385,0.08530292,-0.0663599,0.02726128,-0.5801785,0.30282975,-1.1775373,-0.1446204,-0.1187351,-0.1957282,-0.3657983,0.03072878,0.12313336,0.38174887,0.29673521,-0.0071746,0.01190456,18.56,0
569,-0.4617878,0.44320509,1.8056302,-1.15409,0.1599505,-0.4720739,0.64942485,-0.1008234,-0.2205881,-0.4139281,0.87942332,0.05516454,-0.6908016,0.09916131,-0.0028867,0.81566683,-1.058485,0.35070651,-0.1110463,0.00571505,-0.0487651,-0.1363513,-0.1203063,0.01357531,-0.4554179,0.67595785,-0.1556415,-0.1203858,15.25,0
571,-2.9906224,2.96263828,-0.9808442,0.07190367,-1.7952376,-1.3357327,-1.143681,2.1345994,-0.3772396,-0.3823081,-0.9613251,0.4356443,-0.1841313,0.99349438,0.83299791,0.94642108,0.84967304,0.06117373,-0.2325449,0.02866643,-0.1847592,-0.890628,0.27810912,0.30139109,0.13776377,0.1032333,0.05209734,0.0019377,9.99,0
571,-2.3553362,2.31618153,0.70173538,0.17450092,0.67734631,1.02970477,0.79286774,-0.0605807,1.2965249,2.80364198,1.13019186,0.31137173,-0.0276678,-0.6294118,2.26193999,-2.0678115,0.8284355,-2.163511,-1.4668179,0.97246569,0.00887241,0.95580567,0.04729156,-0.6501396,-0.2822819,-0.2863908,0.33549347,0.22306064,2.89,0
572,-0.7729414,0.81540371,1.3655364,-0.5192979,1.03486711,1.65880612,0.43641465,0.50582357,-0.2694798,0.1934513,2.02722064,0.67656344,-0.3691617,0.21508045,1.33903781,-0.8629211,0.34151232,-1.7020051,-1.1462356,0.16392522,-0.1641316,-0.067183,0.03024291,-1.3801126,-0.4776991,0.18032511,0.27573031,-0.0688303,8.98,0
572,1.06319542,-1.156247,-0.8140936,-0.4621316,1.13783482,3.90905682,-1.116745,0.92051365,-0.6001505,0.68610039,-0.6887342,-0.1220895,0.30878974,-0.0998459,0.51112767,-1.1070521,-0.560793,1.88992029,-0.7897752,-0.1123836,-0.205083,-0.4348318,-0.2200552,0.99199591,0.6316236,-0.2231785,0.05254161,0.05352535,158,0
574,-0.402057,0.5842999,2.47422695,0.92968406,0.01431371,0.29749025,0.71519458,-0.2571529,0.59386833,-0.1793216,-0.5097084,0.34546262,-0.2579949,-0.9583061,-0.888988,-1.2035464,0.35484576,-0.9023934,-0.2023085,-0.0266002,-0.0728123,0.4457326,-0.2451034,0.42123441,0.04927987,-0.388323,-0.329333,-0.3867472,12,0
574,-1.0621291,-0.6185735,0.6153878,-3.3358336,0.74664912,-0.5405306,0.70593195,0.03252527,1.33418077,-2.3263886,-1.2778584,0.06823381,-0.1946863,0.30908301,1.90263845,-0.5132645,-0.5672024,0.06831632,0.76292482,0.31105883,-0.1142686,-0.661122,0.13624961,-1.377245,0.26381989,-1.1155156,0.07921274,0.11663785,131.37,0
574,1.17836386,0.44445284,-0.3987233,0.72448593,0.12343852,-0.7538834,0.16141225,0.00401737,-0.3060107,-0.4473254,2.06754174,0.3056238,-1.0523882,-0.6066566,0.56780632,0.34305874,0.96595548,0.2239779,-0.4635168,-0.1597182,-0.0552672,-0.1479366,-0.0265513,0.11374663,0.41208138,0.37121448,-0.0266787,0.02327179,0.76,0
574,1.25771919,0.36473912,0.30692262,0.69063825,-0.3577918,-1.0674813,0.09427185,-0.2103004,0.01445496,-0.2860124,-0.0501132,0.29804675,0.34871675,-0.3122086,1.08089719,0.47430539,-0.0142032,-0.3125052,-0.1970518,-0.0737789,-0.2868562,-0.8206578,0.12766315,0.34312765,0.22112013,0.09439112,-0.022189,0.03094405,1.29,0
575,-0.572263,0.73174824,1.54125421,0.15050609,1.10897409,0.3721516,1.08487948,-0.146329,-0.2744466,-0.6636701,-1.1848127,0.48948166,1.05127647,-0.5922859,-0.6642361,-0.4511838,-0.4181605,-0.7859985,-0.5471192,0.05654392,-0.1435081,-0.1075818,-0.4182633,-0.7310294,0.87752496,-0.3641504,-0.1775087,-0.2565449,26.72,0
579,-1.2968445,-0.5116049,2.40472562,-0.3107617,-0.3195515,-0.5428423,-0.1733103,0.26042331,-1.2026882,0.05058366,-0.6803762,-1.1701047,-1.5223189,0.24221235,0.93173866,-1.2054083,-0.0698904,1.33734793,-2.3608624,-0.3496679,-0.0712697,-0.1611753,0.0884955,0.28538977,0.28106898,-0.3701303,0.04341033,0.09231848,80,0
579,1.21417039,0.21048114,0.48465127,0.47976778,-0.261955,-0.5270391,0.02178235,-0.1068878,-0.0376307,-0.1440728,0.12256841,0.78149032,0.91607554,0.13899149,1.22536595,-0.0120373,-0.1663233,-1.0912775,-0.4497047,-0.0715404,-0.2242918,-0.5946089,0.15987726,0.09187277,0.14096398,0.22740627,-0.0173886,0.01602987,5.98,0
580,1.26703029,-0.0711135,0.03768049,0.51268323,0.24239158,0.70521248,-0.2265816,0.10948281,0.65756454,-0.2769178,-1.731615,0.35394225,0.64062984,-0.3547264,-0.0752359,-0.241936,-0.1784591,-0.6166668,0.35214989,-0.0669899,-0.1644681,-0.1772252,-0.2229183,-1.2455048,0.67836034,0.52505934,0.00292047,-0.0033332,12.36,0
581,1.15375805,0.13227311,0.38296904,1.40506258,-0.224287,-0.1972949,0.02065273,0.02925981,0.41225379,-0.103547,-0.6737945,0.10131186,-0.9359106,0.22734343,-0.004873,-0.6846316,0.30980165,-0.8782403,-0.3639919,-0.2308769,-0.107809,-0.1252306,-0.0570406,0.07308245,0.63397685,-0.3106853,0.0335905,0.0152503,13.79,0
581,1.15345453,-0.4146094,-0.3564756,0.33012539,-0.22111,-0.5453665,0.29618353,-0.3394123,-1.355716,0.72310536,-1.1367756,0.12100068,1.15875259,0.22842234,0.58152108,-1.338674,-0.4193599,0.87813813,-0.5899385,-0.1960847,-0.6758777,-1.7761928,-0.0454919,-0.5298257,0.44284306,-0.6560749,0.00298164,0.04387911,145.56,0
582,-0.185774,0.06849348,0.98516903,-1.6088909,-0.1822421,-1.2200691,0.61614216,-0.3577347,-0.7380384,0.45328267,-0.8743301,-1.3549697,-1.1622349,-0.3594941,-0.8530491,0.64237795,0.26560517,-1.4667488,0.17279159,0.15947585,0.19953746,0.80029392,-0.1499527,0.38502518,-0.2933204,-0.3559626,0.22066558,0.0101691,18,0
583,-1.7185369,0.44816029,0.95122316,-0.3246609,1.01745576,-0.0946685,0.84050835,-0.3150528,0.84788251,1.20539659,-0.9526859,-0.9768958,-0.7932819,-0.4188739,1.48303467,0.09124691,-0.7110442,-0.4799302,0.07876874,-0.0043271,-0.6595595,-0.654977,0.44016535,-0.9814484,0.10576335,0.15931716,0.39880249,-0.2899869,10.77,0
586,-0.5721629,1.08326568,1.65922239,0.035703,-0.2455931,-1.0915228,0.69182481,-0.1166137,-0.3279577,-0.1979426,-0.1222409,-0.0144372,-0.1589586,0.15337265,0.84785888,0.0975925,-0.2736315,-0.4492897,-0.1046549,0.06438082,-0.1901557,-0.5464217,0.038209,0.68781641,-0.2509151,0.0388253,0.12808858,0.12490028,4.49,0
